GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,SUM_TIME_PLAYED
Lineups,-1626157-1628384-1628973-1629011-1630540-,K. Towns - O. Anunoby - J. Brunson - M. Robinson - M. McBride,1610612752,NYK,2,1,1,0.5,6.0,101.1,110.0,110.3,100.0,-9.2,10.0,0.5,0.67,13.3,0.6,0.8,0.7,0.3,0.5,0.557,83.3,84.19,70.16,10,0.444,140,163,270,351,130,250,252,224,283,219,329,75,203,97,525,259,276,551,330,18815
Lineups,-1626157-1628384-1628969-1642278-1642885-,K. Towns - O. Anunoby - M. Bridges - T. Kolek - M. Diawara,1610612752,NYK,3,2,1,0.667,6.0,154.0,161.5,63.3,57.1,90.7,104.4,0.667,1.33,22.2,0.25,1.0,0.727,0.231,0.889,0.902,98.0,100.73,83.94,13,1.024,92,81,270,304,125,74,138,39,200,136,126,270,1,88,475,59,54,371,55,19300
Lineups,-1626157-1628384-1629011-1630540-1642278-,K. Towns - O. Anunoby - M. Robinson - M. McBride - T. Kolek,1610612752,NYK,1,1,0,1.0,6.0,129.7,150.0,58.9,63.6,70.8,86.4,0.571,0.0,19.0,0.556,0.778,0.667,0.0,0.5,0.533,110.7,98.87,82.39,12,0.867,243,163,1,1,148,90,156,69,260,258,203,89,223,103,1,259,295,404,111,16750
Lineups,-1630540-1630574-1630631-1631110-1642885-,M. McBride - A. Hukporti - J. Alvarado - J. Sochan - M. Diawara,1610612752,NYK,1,0,1,0.0,6.0,144.6,154.5,93.2,109.1,51.4,45.5,1.0,3.0,30.0,0.75,0.5,0.6,0.182,0.7,0.723,97.5,87.03,72.53,11,0.773,243,442,270,442,132,88,351,126,1,33,50,49,378,167,415,120,125,538,139,18200
Lineups,-1628384-1628404-1628973-1630540-1631110-,O. Anunoby - J. Hart - J. Brunson - M. McBride - J. Sochan,1610612752,NYK,1,1,0,1.0,6.0,143.8,138.5,100.9,100.0,42.8,38.5,0.75,3.0,17.6,0.2,0.875,0.615,0.077,0.611,0.719,108.2,110.77,92.31,13,0.707,243,163,1,1,144,124,252,139,163,33,233,296,175,159,293,188,127,216,169,16900
Lineups,-1628384-1628969-1628973-1630574-1642278-,O. Anunoby - M. Bridges - J. Brunson - A. Hukporti - T. Kolek,1610612752,NYK,2,2,0,1.0,6.0,120.0,109.1,158.0,154.5,-38.0,-45.5,0.4,2.0,12.5,0.5,0.333,0.4,0.091,0.545,0.545,80.1,84.91,70.76,11,0.347,140,81,1,1,131,253,496,444,357,75,335,92,421,394,305,241,285,545,376,18655
Lineups,-1627824-1628404-1628973-1629013-1630540-,G. Yabusele - J. Hart - J. Brunson - L. Shamet - M. McBride,1610612752,NYK,2,1,1,0.5,5.0,68.5,75.0,90.1,88.9,-21.6,-13.9,1.0,1.0,8.3,0.429,0.667,0.538,0.125,0.188,0.307,90.8,87.49,72.91,8,0.235,140,163,270,351,177,377,231,370,1,151,381,168,296,234,350,440,432,532,420,13990
Lineups,-1627824-1628404-1628973-1630540-1630574-,G. Yabusele - J. Hart - J. Brunson - M. McBride - A. Hukporti,1610612752,NYK,1,1,0,1.0,5.0,124.5,130.0,112.5,100.0,12.0,30.0,0.8,4.0,26.7,0.2,0.667,0.455,0.1,0.65,0.623,85.7,88.26,73.55,10,0.61,243,163,1,1,158,153,252,159,143,17,76,296,296,365,312,155,209,527,210,15500
Lineups,-1627824-1628404-1628969-1628973-1630540-,G. Yabusele - J. Hart - M. Bridges - J. Brunson - M. McBride,1610612752,NYK,3,2,1,0.667,5.0,118.0,110.0,77.3,66.7,40.7,43.3,0.667,2.0,16.7,0.2,0.571,0.417,0.1,0.571,0.661,78.6,87.41,72.84,10,0.862,92,81,270,304,156,250,158,131,200,75,243,296,372,391,312,222,169,533,114,15650
Lineups,-1627824-1628404-1628969-1628973-1629011-,G. Yabusele - J. Hart - M. Bridges - J. Brunson - M. Robinson,1610612752,NYK,2,1,1,0.5,5.0,146.4,130.0,150.4,145.5,-4.0,-15.5,0.6,0.0,18.8,0.429,0.667,0.5,0.0,0.5,0.547,100.1,107.69,89.74,10,0.404,140,163,270,351,176,153,482,381,247,258,211,168,296,259,1,259,283,255,350,14040
Lineups,-1628973-1629011-1629013-1630631-1642885-,J. Brunson - M. Robinson - L. Shamet - J. Alvarado - M. Diawara,1610612752,NYK,2,1,1,0.5,5.0,20.2,20.0,119.6,122.2,-99.3,-102.2,0.0,0.0,0.0,0.333,0.6,0.429,0.2,0.1,0.092,86.4,86.04,71.7,10,-2.0,140,163,270,351,154,463,408,538,396,258,396,206,356,379,429,445,463,540,583,15900
Lineups,-203903-1630574-1641755-1642278-1642885-,J. Clarkson - A. Hukporti - K. McCullar Jr. - T. Kolek - M. Diawara,1610612752,NYK,1,0,1,0.0,5.0,101.4,90.0,133.2,130.0,-31.8,-40.0,0.667,1.0,16.7,0.0,1.0,0.571,0.2,0.583,0.654,94.8,101.77,84.81,10,0.318,243,442,270,442,175,339,436,430,200,151,243,331,1,198,429,207,175,348,390,14150
Lineups,-203903-1627824-1629013-1630540-1630574-,J. Clarkson - G. Yabusele - L. Shamet - M. McBride - A. Hukporti,1610612752,NYK,2,2,0,1.0,5.0,139.6,137.5,45.0,44.4,94.5,93.1,0.5,1.0,18.2,0.333,0.667,0.556,0.25,0.917,0.799,87.1,88.38,73.65,8,1.231,140,81,1,1,178,126,104,64,283,151,219,206,296,219,479,48,96,526,35,13850
Lineups,-203903-1626157-1628404-1628973-1642885-,J. Clarkson - K. Towns - J. Hart - J. Brunson - M. Diawara,1610612752,NYK,2,1,1,0.5,5.0,46.6,50.0,114.8,116.7,-68.2,-66.7,1.0,0.33,12.5,0.4,0.667,0.545,0.5,0.357,0.381,122.4,117.15,97.63,12,-0.438,140,163,270,351,168,431,379,476,1,250,335,174,296,231,559,375,398,167,552,14750
Lineups,-203903-1626157-1628404-1629013-1642278-,J. Clarkson - K. Towns - J. Hart - L. Shamet - T. Kolek,1610612752,NYK,3,1,2,0.333,5.0,128.8,120.0,180.2,177.8,-51.4,-57.8,0.5,2.0,11.8,0.625,1.0,0.727,0.1,0.375,0.45,80.8,84.34,70.28,10,0.373,92,163,499,424,151,191,532,464,283,75,349,72,1,88,312,363,364,549,364,16220
Lineups,-203903-1626157-1628404-1628969-1642359-,J. Clarkson - K. Towns - J. Hart - M. Bridges - P. Dadiet,1610612752,NYK,1,0,1,0.0,5.0,136.1,145.5,63.6,63.6,72.4,81.8,0.5,1.5,18.8,0.5,0.75,0.667,0.182,0.65,0.68,107.8,104.21,86.84,11,1.143,243,442,270,442,160,102,156,72,283,125,211,92,237,103,415,155,153,310,43,15200
Lineups,-203903-1626157-1628384-1629013-1642278-,J. Clarkson - K. Towns - O. Anunoby - L. Shamet - T. Kolek,1610612752,NYK,3,3,0,1.0,5.0,177.7,187.5,73.5,80.0,104.2,107.5,0.571,0.0,33.3,0.0,0.364,0.333,0.0,0.875,0.889,94.7,88.19,73.49,8,0.973,92,55,1,1,170,42,191,36,260,258,24,331,420,414,1,60,61,528,93,14695
Lineups,-203903-1626157-1628384-1629011-1630540-,J. Clarkson - K. Towns - O. Anunoby - M. Robinson - M. McBride,1610612752,NYK,2,1,1,0.5,5.0,133.3,120.0,108.2,112.5,25.2,7.5,0.8,1.33,21.1,0.833,0.833,0.833,0.3,0.6,0.6,90.6,94.15,78.46,10,0.658,140,163,270,351,179,191,365,233,143,136,147,46,185,62,525,195,232,467,189,13765
Lineups,-203903-1628969-1628973-1629011-1641755-,J. Clarkson - M. Bridges - J. Brunson - M. Robinson - K. McCullar Jr.,1610612752,NYK,2,1,1,0.5,5.0,81.0,80.0,127.1,120.0,-46.1,-40.0,0.75,3.0,16.7,0.556,0.571,0.563,0.1,0.333,0.311,86.1,89.16,74.3,10,0.281,140,163,270,351,153,364,398,430,163,33,243,89,372,214,312,384,431,520,402,16150
Lineups,-203903-1628384-1629013-1630574-1630631-,J. Clarkson - O. Anunoby - L. Shamet - A. Hukporti - J. Alvarado,1610612752,NYK,1,1,0,1.0,5.0,125.0,111.1,50.0,50.0,75.0,61.1,1.0,4.0,28.6,0.25,1.0,0.571,0.111,0.625,0.625,85.3,90.67,75.56,9,0.926,243,163,1,1,183,244,108,99,1,17,55,270,1,198,329,165,199,499,103,13500
Lineups,-203903-1628384-1629013-1630574-1642278-,J. Clarkson - O. Anunoby - L. Shamet - A. Hukporti - T. Kolek,1610612752,NYK,1,1,0,1.0,5.0,198.4,181.8,90.0,81.8,108.4,100.0,0.833,0.0,22.7,0.75,0.6,0.692,0.0,0.5,0.622,95.5,104.62,87.19,11,0.98,243,163,1,1,162,49,199,41,137,258,123,49,356,98,1,259,210,302,92,15140
Lineups,-203903-1628384-1628969-1641998-1642278-,J. Clarkson - O. Anunoby - M. Bridges - T. Jemison III - T. Kolek,1610612752,NYK,1,1,0,1.0,5.0,134.1,140.0,55.1,54.5,79.0,85.5,1.0,0.0,33.3,0.0,0.7,0.467,0.0,0.65,0.67,106.4,104.78,87.32,10,1.081,243,163,1,1,172,111,134,70,1,258,24,331,285,357,1,155,154,298,50,14430
Lineups,-1628404-1628973-1629013-1630574-1641755-,J. Hart - J. Brunson - L. Shamet - A. Hukporti - K. McCullar Jr.,1610612752,NYK,1,0,1,0.0,5.0,56.3,50.0,87.5,87.5,-31.2,-37.5,1.0,0.0,16.7,0.0,1.0,0.4,0.0,0.25,0.282,89.4,95.29,79.41,10,0.5,243,442,270,442,181,431,223,426,1,258,243,331,1,394,1,416,439,450,291,13600
Lineups,-1628404-1628973-1629011-1630631-1642885-,J. Hart - J. Brunson - M. Robinson - J. Alvarado - M. Diawara,1610612752,NYK,1,1,0,1.0,5.0,174.2,170.0,50.6,50.0,123.6,120.0,0.167,0.0,8.3,0.667,0.75,0.727,0.0,0.875,0.871,94.0,95.68,79.73,10,1.162,243,163,1,1,164,63,108,25,394,258,381,55,237,88,1,60,67,446,40,15050
Lineups,-1628404-1628973-1629011-1629013-1642278-,J. Hart - J. Brunson - M. Robinson - L. Shamet - T. Kolek,1610612752,NYK,2,2,0,1.0,5.0,90.9,90.9,122.2,100.0,-31.3,-9.1,0.75,0.0,17.6,0.3,1.0,0.5,0.0,0.357,0.357,88.9,97.78,81.48,11,0.375,140,81,1,1,152,338,252,361,163,258,233,247,1,259,1,375,402,421,360,16200
Lineups,-1628404-1628969-1628973-1630540-1630574-,J. Hart - M. Bridges - J. Brunson - M. McBride - A. Hukporti,1610612752,NYK,2,2,0,1.0,5.0,40.0,33.3,122.2,100.0,-82.2,-66.7,1.0,0.0,11.1,0.364,0.75,0.467,0.0,0.154,0.154,91.3,110.55,92.12,12,0.143,140,81,1,1,166,454,252,476,1,258,355,195,237,357,1,442,460,224,439,14980
Lineups,-1631110-1641755-1642278-1642359-1642885-,J. Sochan - K. McCullar Jr. - T. Kolek - P. Dadiet - M. Diawara,1610612752,NYK,2,2,0,1.0,5.0,66.7,60.0,55.6,50.0,11.1,10.0,0.667,1.0,13.3,0.429,1.0,0.636,0.2,0.3,0.3,95.3,105.88,88.24,10,0.565,140,81,1,1,181,420,108,224,200,151,329,168,1,148,429,408,434,277,259,13600
Lineups,-1626157-1627824-1628404-1628973-1629013-,K. Towns - G. Yabusele - J. Hart - J. Brunson - L. Shamet,1610612752,NYK,1,1,0,1.0,5.0,119.5,118.2,56.3,50.0,63.2,68.2,0.8,4.0,21.1,0.5,0.833,0.643,0.091,0.423,0.468,94.8,100.8,84.0,11,0.933,243,163,1,1,165,209,108,84,143,17,147,92,185,144,305,345,358,370,100,15000
Lineups,-1626157-1627824-1628969-1630540-1642278-,K. Towns - G. Yabusele - M. Bridges - M. McBride - T. Kolek,1610612752,NYK,2,2,0,1.0,5.0,187.5,166.7,114.2,100.0,73.3,66.7,1.0,6.0,40.0,0.0,1.0,0.833,0.111,1.071,1.071,83.5,94.6,78.83,9,0.742,140,81,1,1,180,64,252,85,1,5,12,331,1,62,329,15,16,462,154,13700
Lineups,-1626157-1628969-1629013-1630631-1631110-,K. Towns - M. Bridges - L. Shamet - J. Alvarado - J. Sochan,1610612752,NYK,1,1,0,1.0,5.0,82.7,81.8,130.0,130.0,-47.3,-48.2,0.667,1.0,13.3,0.286,0.8,0.5,0.182,0.35,0.414,104.0,104.64,87.2,11,0.298,243,163,1,1,171,362,436,447,200,151,329,253,203,259,415,383,384,301,396,14450
Lineups,-1626157-1628969-1629011-1630540-1642278-,K. Towns - M. Bridges - M. Robinson - M. McBride - T. Kolek,1610612752,NYK,4,2,2,0.5,5.0,152.3,133.3,57.1,44.4,95.1,88.9,0.6,0.0,13.6,0.769,0.8,0.778,0.0,0.353,0.336,67.8,82.03,68.35,9,1.143,60,81,499,351,155,134,104,68,247,258,324,48,203,70,1,381,411,560,43,15800
Lineups,-1626157-1628384-1628973-1629013-1630540-,K. Towns - O. Anunoby - J. Brunson - L. Shamet - M. McBride,1610612752,NYK,3,2,1,0.667,5.0,82.6,84.6,91.1,90.0,-8.5,-5.4,1.0,0.0,22.2,0.125,0.75,0.333,0.0,0.417,0.413,116.8,115.8,96.5,13,0.533,92,81,270,304,174,355,235,351,1,258,126,324,237,414,1,346,385,175,272,14300
Lineups,-1626157-1628384-1628969-1628973-1641755-,K. Towns - O. Anunoby - M. Bridges - J. Brunson - K. McCullar Jr.,1610612752,NYK,2,2,0,1.0,5.0,128.7,107.7,80.0,72.7,48.7,35.0,0.8,0.0,21.1,0.286,0.667,0.462,0.0,0.545,0.589,96.2,110.56,92.13,13,0.708,140,81,1,1,157,257,181,145,143,258,147,253,296,359,1,241,240,223,168,15630
Lineups,-1626157-1628384-1628969-1629011-1630540-,K. Towns - O. Anunoby - M. Bridges - M. Robinson - M. McBride,1610612752,NYK,2,1,1,0.5,5.0,100.0,88.9,144.2,133.3,-44.2,-44.4,0.667,1.0,11.8,0.667,1.0,0.75,0.222,0.333,0.333,81.6,90.0,75.0,9,0.121,140,163,270,351,173,344,441,442,200,151,349,55,1,72,466,384,412,510,446,14400
Lineups,-1628969-1628973-1629011-1629013-1630540-,M. Bridges - J. Brunson - M. Robinson - L. Shamet - M. McBride,1610612752,NYK,3,1,2,0.333,5.0,112.7,100.0,136.6,118.2,-23.8,-18.2,1.0,3.0,17.6,0.375,0.25,0.333,0.091,0.45,0.468,92.0,104.94,87.45,11,0.136,92,163,499,424,163,268,393,391,1,33,233,190,434,414,305,330,359,296,442,15095
Lineups,-1628384-1628973-1630540-1630574-1641755-,O. Anunoby - J. Brunson - M. McBride - A. Hukporti - K. McCullar Jr.,1610612752,NYK,2,0,2,0.0,5.0,55.6,55.6,134.7,145.5,-79.1,-89.9,1.0,2.0,15.4,0.25,0.333,0.286,0.111,0.25,0.25,99.2,95.02,79.18,9,0.0,140,442,499,442,161,428,482,500,1,75,285,270,421,455,329,416,443,455,459,15155
Lineups,-1628384-1628404-1628969-1628973-1642885-,O. Anunoby - J. Hart - M. Bridges - J. Brunson - M. Diawara,1610612752,NYK,3,2,1,0.667,5.0,82.0,72.7,144.4,144.4,-62.5,-71.7,0.5,0.5,7.1,0.4,1.0,0.5,0.182,0.357,0.457,91.1,97.1,80.92,11,0.161,92,81,270,304,167,388,480,487,283,229,387,174,1,259,415,375,361,425,437,14830
Lineups,-1628384-1628969-1628973-1629011-1630631-,O. Anunoby - M. Bridges - J. Brunson - M. Robinson - J. Alvarado,1610612752,NYK,1,0,1,0.0,5.0,148.3,175.0,97.6,100.0,50.7,75.0,0.333,0.0,12.5,0.75,0.714,0.733,0.0,0.464,0.485,82.5,74.81,62.34,8,0.793,243,442,270,442,159,58,252,76,366,258,335,49,275,87,1,328,352,578,129,15400
Lineups,-1628384-1628969-1628973-1629011-1642885-,O. Anunoby - M. Bridges - J. Brunson - M. Robinson - M. Diawara,1610612752,NYK,2,2,0,1.0,5.0,104.9,109.1,166.1,158.3,-61.2,-49.2,1.0,2.5,29.4,0.25,0.4,0.333,0.182,0.667,0.636,111.7,112.31,93.59,11,0.351,140,81,1,1,169,253,502,448,1,59,54,270,412,414,415,134,189,202,373,14745
Lineups,-1627824-1630574-1641794-1642278-1642885-,G. Yabusele - A. Hukporti - D. Jones - T. Kolek - M. Diawara,1610612752,NYK,1,1,0,1.0,4.0,122.2,122.2,114.2,111.1,8.1,11.1,0.4,0.67,15.4,0.667,0.75,0.714,0.333,0.688,0.688,104.4,105.8,88.16,9,0.533,243,163,1,1,204,183,360,222,357,219,285,55,237,91,530,127,149,278,272,12250
Lineups,-1627824-1628404-1628969-1629013-1642278-,G. Yabusele - J. Hart - M. Bridges - L. Shamet - T. Kolek,1610612752,NYK,3,2,1,0.667,4.0,71.4,62.5,100.0,87.5,-28.6,-25.0,0.5,0.5,9.1,0.5,0.8,0.667,0.25,0.417,0.417,87.7,100.17,83.48,8,0.214,92,81,270,304,215,414,223,404,283,229,374,92,203,103,479,346,379,382,423,11500
Lineups,-1627824-1628969-1628973-1629011-1630540-,G. Yabusele - M. Bridges - J. Brunson - M. Robinson - M. McBride,1610612752,NYK,2,2,0,1.0,4.0,200.0,175.0,177.6,162.5,22.4,12.5,0.667,0.0,28.6,0.667,1.0,0.8,0.0,0.778,0.778,80.2,89.65,74.71,8,0.516,140,81,1,1,192,58,507,216,200,258,55,55,1,66,1,97,102,516,286,12850
Lineups,-1627824-1628969-1629011-1629013-1630540-,G. Yabusele - M. Bridges - M. Robinson - L. Shamet - M. McBride,1610612752,NYK,1,0,1,0.0,4.0,79.1,71.4,72.7,71.4,6.4,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.286,0.333,0.579,80.5,85.42,71.19,7,1.167,243,442,270,442,213,390,174,249,396,258,396,331,237,259,518,384,255,543,37,11800
Lineups,-1627824-1628384-1628404-1629013-1642278-,G. Yabusele - O. Anunoby - J. Hart - L. Shamet - T. Kolek,1610612752,NYK,2,1,1,0.5,4.0,30.0,37.5,133.1,112.5,-103.1,-75.0,0.0,0.0,0.0,0.5,0.0,0.4,0.375,0.167,0.167,96.1,91.76,76.46,8,-3.0,140,163,270,351,196,453,365,488,396,258,396,92,441,394,550,441,459,491,588,12555
Lineups,-1627824-1628384-1630540-1630574-1642278-,G. Yabusele - O. Anunoby - M. McBride - A. Hukporti - T. Kolek,1610612752,NYK,1,0,1,0.0,4.0,128.6,128.6,100.0,100.0,28.6,28.6,0.667,0.0,22.2,0.0,0.75,0.375,0.0,0.643,0.643,85.8,85.79,71.49,7,0.556,243,442,270,442,214,158,252,165,200,258,126,331,237,410,1,159,181,542,262,11750
Lineups,-1630631-1631110-1641998-1642359-1642885-,J. Alvarado - J. Sochan - T. Jemison III - P. Dadiet - M. Diawara,1610612752,NYK,2,1,1,0.5,4.0,81.0,63.6,133.3,109.1,-52.3,-45.5,1.0,0.33,7.7,0.25,0.8,0.556,0.273,0.25,0.527,98.1,122.32,101.93,11,0.306,140,163,270,351,190,412,351,445,1,250,385,270,203,219,514,416,304,120,395,12950
Lineups,-1630631-1641755-1641998-1642359-1642885-,J. Alvarado - K. McCullar Jr. - T. Jemison III - P. Dadiet - M. Diawara,1610612752,NYK,1,0,1,0.0,4.0,128.6,128.6,125.0,125.0,3.6,3.6,0.75,0.0,30.0,0.0,0.6,0.375,0.0,0.643,0.643,87.8,87.8,73.17,7,0.465,243,442,270,442,203,158,412,241,163,258,50,331,356,410,1,159,181,531,323,12300
Lineups,-1628973-1629011-1629013-1631110-1642885-,J. Brunson - M. Robinson - L. Shamet - J. Sochan - M. Diawara,1610612752,NYK,1,1,0,1.0,4.0,139.6,157.1,180.6,162.5,-41.0,-5.4,0.2,1.0,10.0,0.667,1.0,0.75,0.143,0.714,0.698,90.1,89.63,74.69,7,0.189,243,163,1,1,208,85,507,350,391,151,369,55,1,72,373,117,138,517,431,12050
Lineups,-203903-1630574-1631110-1641998-1642278-,J. Clarkson - A. Hukporti - J. Sochan - T. Jemison III - T. Kolek,1610612752,NYK,1,1,0,1.0,4.0,50.0,50.0,55.6,55.6,-5.6,-5.6,1.0,0.67,14.3,0.333,1.0,0.636,0.3,0.313,0.313,109.9,109.88,91.57,10,0.143,243,163,1,1,200,431,135,352,1,219,301,206,1,148,525,405,429,229,439,12450
Lineups,-203903-1627824-1628404-1628969-1629013-,J. Clarkson - G. Yabusele - J. Hart - M. Bridges - L. Shamet,1610612752,NYK,2,1,1,0.5,4.0,78.4,80.0,150.0,166.7,-71.6,-86.7,1.0,1.0,16.7,0.0,0.333,0.143,0.2,0.333,0.488,128.1,120.53,100.44,10,0.209,140,163,270,351,216,364,509,499,1,151,243,331,421,484,429,384,350,135,426,11350
Lineups,-203903-1627824-1628969-1628973-1630540-,J. Clarkson - G. Yabusele - M. Bridges - J. Brunson - M. McBride,1610612752,NYK,1,1,0,1.0,4.0,137.3,140.0,96.6,100.0,40.7,40.0,0.5,2.0,14.3,0.5,0.8,0.667,0.1,0.563,0.686,112.4,109.44,91.2,10,0.78,243,163,1,1,198,111,252,136,283,75,301,92,203,103,312,229,150,232,133,12500
Lineups,-203903-1630631-1631110-1642278-1642885-,J. Clarkson - J. Alvarado - J. Sochan - T. Kolek - M. Diawara,1610612752,NYK,2,2,0,1.0,4.0,182.6,160.0,55.6,50.0,127.1,110.0,0.8,4.0,25.0,0.667,1.0,0.857,0.1,0.813,0.82,99.1,111.63,93.02,10,1.15,140,81,1,1,191,75,108,32,143,17,86,55,1,59,312,86,90,209,41,12900
Lineups,-203903-1628973-1629011-1630540-1641755-,J. Clarkson - J. Brunson - M. Robinson - M. McBride - K. McCullar Jr.,1610612752,NYK,2,0,2,0.0,4.0,100.0,112.5,146.3,133.3,-46.3,-20.8,1.0,0.0,23.1,0.286,0.5,0.364,0.0,0.45,0.45,101.5,100.33,83.61,8,0.273,140,442,499,442,205,237,441,398,1,258,117,253,378,413,1,330,367,379,407,12200
Lineups,-203903-1628404-1628973-1630574-1630631-,J. Clarkson - J. Hart - J. Brunson - A. Hukporti - J. Alvarado,1610612752,NYK,1,0,1,0.0,4.0,125.6,110.0,122.2,122.2,3.3,-12.2,1.0,3.0,20.0,0.4,1.0,0.667,0.1,0.438,0.564,99.6,106.5,88.75,10,0.6,243,442,270,442,193,250,408,369,1,33,161,174,1,103,312,338,268,269,216,12845
Lineups,-203903-1628404-1628973-1629011-1629013-,J. Clarkson - J. Hart - J. Brunson - M. Robinson - L. Shamet,1610612752,NYK,2,2,0,1.0,4.0,74.0,62.5,62.5,62.5,11.5,0.0,1.0,0.5,9.1,0.5,1.0,0.714,0.25,0.2,0.37,94.0,101.95,84.96,8,0.867,140,81,1,1,217,414,151,249,1,229,374,92,1,91,479,433,400,346,111,11300
Lineups,-203903-1628404-1628969-1629011-1629013-,J. Clarkson - J. Hart - M. Bridges - M. Robinson - L. Shamet,1610612752,NYK,1,1,0,1.0,4.0,118.0,122.2,88.8,87.5,29.2,34.7,0.667,1.0,11.8,0.75,0.5,0.643,0.222,0.4,0.486,92.8,91.69,76.4,9,0.727,243,163,1,1,184,183,223,146,200,151,349,49,378,144,466,355,351,492,158,13350
Lineups,-203903-1628404-1628969-1629011-1630540-,J. Clarkson - J. Hart - M. Bridges - M. Robinson - M. McBride,1610612752,NYK,3,1,2,0.333,4.0,34.2,33.3,142.9,111.1,-108.6,-77.8,1.0,0.5,5.9,0.583,0.5,0.563,0.222,0.091,0.118,95.0,108.5,90.41,9,-0.857,92,163,499,424,212,454,360,493,1,229,392,85,378,214,466,446,462,243,565,11945
Lineups,-203903-1626157-1627824-1628969-1642278-,J. Clarkson - K. Towns - G. Yabusele - M. Bridges - T. Kolek,1610612752,NYK,2,1,1,0.5,4.0,77.3,66.7,218.0,187.5,-140.7,-120.8,0.5,1.0,10.0,0.0,0.5,0.167,0.111,0.4,0.444,79.7,92.52,77.1,9,-0.057,140,163,270,351,187,394,537,545,283,151,369,331,378,482,329,355,369,483,521,13230
Lineups,-203903-1626157-1627824-1628384-1630540-,J. Clarkson - K. Towns - G. Yabusele - O. Anunoby - M. McBride,1610612752,NYK,2,1,1,0.5,4.0,114.3,114.3,101.7,100.0,12.5,14.3,0.25,0.0,11.1,0.25,1.0,0.5,0.0,0.5,0.5,93.8,94.65,78.87,7,0.471,140,163,270,351,224,227,252,211,383,258,355,270,1,259,1,259,319,461,319,10650
Lineups,-203903-1626157-1628404-1628969-1630574-,J. Clarkson - K. Towns - J. Hart - M. Bridges - A. Hukporti,1610612752,NYK,1,0,1,0.0,4.0,81.0,72.7,75.0,81.8,6.0,-9.1,0.0,0.0,0.0,0.25,0.833,0.5,0.091,0.3,0.368,118.4,119.1,99.25,11,0.5,243,442,270,442,185,388,199,361,396,258,396,270,185,259,305,408,401,152,291,13300
Lineups,-203903-1626157-1628969-1628973-1629011-,J. Clarkson - K. Towns - M. Bridges - J. Brunson - M. Robinson,1610612752,NYK,2,1,1,0.5,4.0,102.7,112.5,175.0,155.6,-72.3,-43.1,1.0,1.0,16.7,0.5,1.0,0.667,0.25,0.417,0.58,94.6,96.0,80.0,8,0.289,140,163,270,351,194,237,497,440,1,151,243,92,1,103,479,346,252,443,399,12750
Lineups,-203903-1629013-1630574-1630631-1642885-,J. Clarkson - L. Shamet - A. Hukporti - J. Alvarado - M. Diawara,1610612752,NYK,1,1,0,1.0,4.0,170.2,185.7,152.3,171.4,17.9,14.3,0.75,0.0,27.3,0.5,1.0,0.75,0.0,0.9,0.851,103.5,93.33,77.78,7,0.619,243,163,1,1,221,44,522,211,163,258,69,92,1,72,1,54,74,474,205,10800
Lineups,-203903-1628969-1628973-1629011-1630540-,J. Clarkson - M. Bridges - J. Brunson - M. Robinson - M. McBride,1610612752,NYK,2,0,2,0.0,4.0,107.3,100.0,55.6,55.6,51.7,44.4,0.333,0.5,9.1,0.0,0.8,0.5,0.2,0.583,0.683,101.5,105.23,87.69,10,0.88,140,442,499,442,189,268,135,128,366,229,374,331,203,259,429,207,151,289,109,13000
Lineups,-203903-1630540-1630574-1631110-1641755-,J. Clarkson - M. McBride - A. Hukporti - J. Sochan - K. McCullar Jr.,1610612752,NYK,1,0,1,0.0,4.0,85.7,85.7,71.4,62.5,14.3,23.2,0.5,0.0,11.1,0.167,1.0,0.5,0.0,0.375,0.375,92.5,99.08,82.57,7,0.438,243,442,270,442,219,350,151,182,283,258,355,311,1,259,1,363,399,402,336,10900
Lineups,-203903-1628384-1628973-1630540-1630574-,J. Clarkson - O. Anunoby - J. Brunson - M. McBride - A. Hukporti,1610612752,NYK,1,1,0,1.0,4.0,141.8,122.2,56.3,55.6,85.4,66.7,0.667,0.0,16.7,0.2,0.833,0.545,0.0,0.5,0.628,111.3,120.39,100.33,9,1.192,243,163,1,1,222,183,135,85,200,258,243,296,185,231,1,259,196,138,36,10765
Lineups,-203903-1628384-1628404-1628973-1629013-,J. Clarkson - O. Anunoby - J. Hart - J. Brunson - L. Shamet,1610612752,NYK,1,1,0,1.0,4.0,180.4,155.6,101.5,100.0,78.9,55.6,0.75,3.0,21.4,0.667,0.5,0.6,0.111,0.714,0.799,85.6,93.08,77.57,9,0.8,243,163,1,1,188,87,252,106,163,33,143,55,378,167,329,117,98,476,126,13150
