GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,SUM_TIME_PLAYED
Lineups,-1626157-1628384-1628404-1628969-1628973-,K. Towns - O. Anunoby - J. Hart - M. Bridges - J. Brunson,1610612752,NYK,43,30,13,0.698,541.0,115.3,115.0,113.1,112.8,2.1,2.3,0.704,2.17,21.6,0.245,0.754,0.512,0.141,0.583,0.612,100.4,100.65,83.88,1131,0.527,1,1,594,301,1,226,368,244,188,70,141,289,236,252,370,214,221,374,277,1621680
Lineups,-1626157-1628404-1628969-1628973-1630540-,K. Towns - J. Hart - M. Bridges - J. Brunson - M. McBride,1610612752,NYK,16,11,5,0.688,123.0,132.2,132.9,115.8,116.6,16.4,16.3,0.585,2.65,19.8,0.324,0.667,0.504,0.106,0.624,0.661,95.9,95.32,79.44,246,0.594,5,6,584,303,2,149,378,208,257,54,191,237,296,258,327,178,170,449,229,367840
Lineups,-1626157-1628384-1628969-1628973-1629013-,K. Towns - O. Anunoby - M. Bridges - J. Brunson - L. Shamet,1610612752,NYK,20,12,8,0.6,119.0,107.7,108.4,112.4,109.0,-4.7,-0.6,0.687,1.79,18.0,0.343,0.694,0.506,0.145,0.491,0.543,102.9,104.14,86.78,262,0.491,2,3,593,341,3,256,350,340,197,114,229,205,291,256,385,322,287,311,313,357455
Lineups,-1626157-1628384-1628969-1628973-1630540-,K. Towns - O. Anunoby - M. Bridges - J. Brunson - M. McBride,1610612752,NYK,13,7,6,0.538,91.0,128.4,126.9,129.3,128.3,-0.9,-1.4,0.702,2.11,20.8,0.333,0.658,0.488,0.142,0.625,0.666,99.9,100.83,84.02,197,0.508,9,14,590,350,4,162,433,341,189,73,153,206,339,345,372,165,165,368,288,274215
Lineups,-1626157-1628404-1628969-1628973-1629013-,K. Towns - J. Hart - M. Bridges - J. Brunson - L. Shamet,1610612752,NYK,15,11,4,0.733,84.0,111.1,111.0,110.2,111.0,0.9,0.0,0.628,2.13,19.4,0.259,0.711,0.488,0.126,0.547,0.581,101.5,101.17,84.31,182,0.532,6,6,574,295,5,246,359,248,234,72,197,269,283,344,358,240,250,362,274,252650
Lineups,-1628384-1628404-1628969-1628973-1629011-,O. Anunoby - J. Hart - M. Bridges - J. Brunson - M. Robinson,1610612752,NYK,17,14,3,0.824,70.0,137.2,133.8,110.8,109.8,26.4,24.0,0.653,2.61,22.9,0.358,0.652,0.521,0.129,0.675,0.696,94.6,96.21,80.17,139,0.587,4,2,562,275,6,133,357,181,232,56,119,200,342,250,363,131,140,437,236,211045
Lineups,-203903-1626157-1628384-1628969-1642278-,J. Clarkson - K. Towns - O. Anunoby - M. Bridges - T. Kolek,1610612752,NYK,14,9,5,0.643,63.0,111.2,110.9,108.8,108.1,2.4,2.7,0.688,1.27,18.9,0.245,0.698,0.491,0.202,0.581,0.635,100.2,100.6,83.83,129,0.501,8,8,584,338,7,247,346,242,195,144,210,290,289,342,457,216,190,375,290,188950
Lineups,-1626157-1628384-1628969-1628973-1629011-,K. Towns - O. Anunoby - M. Bridges - J. Brunson - M. Robinson,1610612752,NYK,9,5,4,0.556,52.0,116.5,118.1,112.0,109.2,4.4,8.9,0.625,3.33,19.0,0.359,0.761,0.527,0.086,0.505,0.532,97.4,97.95,81.63,105,0.529,19,25,574,346,8,211,354,229,235,31,207,199,235,244,302,258,296,418,275,157300
Lineups,-1628384-1628969-1628973-1629011-1629013-,O. Anunoby - M. Bridges - J. Brunson - M. Robinson - L. Shamet,1610612752,NYK,10,8,2,0.8,48.0,118.6,111.9,98.8,94.1,19.8,17.8,0.486,2.57,13.1,0.321,0.714,0.518,0.069,0.494,0.552,97.2,102.55,85.46,101,0.586,15,10,499,276,9,243,244,201,349,58,334,239,275,251,288,321,280,341,240,142525
Lineups,-1626157-1628384-1628404-1628973-1629013-,K. Towns - O. Anunoby - J. Hart - J. Brunson - L. Shamet,1610612752,NYK,18,12,6,0.667,45.0,119.0,113.6,133.7,128.0,-14.8,-14.4,0.69,2.64,19.7,0.288,0.811,0.506,0.107,0.549,0.589,102.7,107.44,89.54,103,0.438,3,3,590,304,10,231,432,375,194,55,192,252,202,257,328,239,241,258,334,136035
Lineups,-1628404-1628969-1628973-1629011-1630540-,J. Hart - M. Bridges - J. Brunson - M. Robinson - M. McBride,1610612752,NYK,11,8,3,0.727,41.0,132.7,122.2,97.8,94.6,35.0,27.7,0.553,2.36,18.7,0.48,0.725,0.589,0.122,0.58,0.58,99.6,105.44,87.87,90,0.587,13,10,562,296,11,183,247,168,273,63,216,155,272,189,349,218,253,286,237,124275
Lineups,-203903-1626157-1628404-1628969-1628973-,J. Clarkson - K. Towns - J. Hart - M. Bridges - J. Brunson,1610612752,NYK,15,12,3,0.8,38.0,123.0,118.9,134.5,127.2,-11.6,-8.2,0.517,1.5,15.3,0.3,0.655,0.475,0.135,0.559,0.633,93.9,98.3,81.91,74,0.414,6,3,562,276,13,204,431,359,282,125,292,247,340,352,366,232,194,411,346,113535
Lineups,-203903-1626157-1628384-1628969-1630540-,J. Clarkson - K. Towns - O. Anunoby - M. Bridges - M. McBride,1610612752,NYK,11,5,6,0.455,38.0,111.5,116.5,114.4,116.5,-2.9,0.0,0.688,2.75,19.8,0.238,0.692,0.457,0.101,0.541,0.565,102.5,99.39,82.82,79,0.466,13,25,590,420,12,220,377,249,195,50,190,291,292,364,323,249,264,392,322,114460
Lineups,-203903-1626157-1628384-1628969-1628973-,J. Clarkson - K. Towns - O. Anunoby - M. Bridges - J. Brunson,1610612752,NYK,10,5,5,0.5,37.0,122.9,124.7,109.1,112.3,13.8,12.3,0.559,1.58,17.8,0.455,0.659,0.571,0.164,0.575,0.615,96.2,94.16,78.46,73,0.577,15,25,584,351,14,179,364,219,268,124,232,161,338,198,392,221,217,466,247,111645
Lineups,-203903-1628404-1628969-1628973-1629011-,J. Clarkson - J. Hart - M. Bridges - J. Brunson - M. Robinson,1610612752,NYK,13,8,5,0.615,36.0,138.7,138.2,115.4,113.0,23.3,25.2,0.575,4.6,19.7,0.439,0.727,0.54,0.066,0.599,0.613,99.5,100.82,84.02,76,0.592,9,10,584,340,15,125,369,173,259,13,193,166,270,233,283,199,218,369,231,109265
Lineups,-203903-1626157-1628404-1628969-1630540-,J. Clarkson - K. Towns - J. Hart - M. Bridges - M. McBride,1610612752,NYK,13,9,4,0.692,36.0,108.6,107.6,128.7,122.9,-20.1,-15.3,0.636,1.91,18.8,0.316,0.781,0.529,0.139,0.543,0.565,105.4,108.38,90.32,79,0.427,9,8,574,302,16,259,410,380,233,110,211,240,222,243,369,246,263,246,340,107620
Lineups,-1626157-1628384-1628404-1628969-1630631-,K. Towns - O. Anunoby - J. Hart - M. Bridges - J. Alvarado,1610612752,NYK,4,4,0,1.0,35.0,149.1,150.0,119.9,117.8,29.2,32.2,0.75,5.0,27.3,0.323,0.846,0.561,0.086,0.686,0.706,98.1,98.7,82.25,70,0.583,60,38,1,1,17,90,390,156,163,9,69,238,183,217,302,128,134,406,243,104320
Lineups,-1628384-1628969-1628973-1629011-1630540-,O. Anunoby - M. Bridges - J. Brunson - M. Robinson - M. McBride,1610612752,NYK,10,5,5,0.5,34.0,142.2,136.9,104.0,95.8,38.2,41.1,0.552,1.6,17.2,0.448,0.703,0.591,0.154,0.667,0.7,90.9,96.6,80.5,65,0.645,15,25,584,351,18,128,248,134,274,122,240,164,284,188,387,134,136,432,194,101365
Lineups,-1628404-1628973-1629011-1629013-1642885-,J. Hart - J. Brunson - M. Robinson - L. Shamet - M. Diawara,1610612752,NYK,10,7,3,0.7,33.0,116.4,116.7,110.7,104.2,5.7,12.4,0.677,4.2,20.8,0.222,0.92,0.508,0.069,0.545,0.574,100.6,103.47,86.22,72,0.523,15,14,562,300,20,214,335,218,199,16,155,293,169,255,289,244,257,321,279,99510
Lineups,-1626157-1628384-1628969-1628973-1642885-,K. Towns - O. Anunoby - M. Bridges - J. Brunson - M. Diawara,1610612752,NYK,5,4,1,0.8,33.0,124.2,117.3,111.6,109.5,12.7,7.9,0.71,4.4,21.4,0.162,0.967,0.522,0.067,0.582,0.612,103.0,107.02,89.18,75,0.507,50,38,270,276,19,213,355,232,185,14,146,320,167,247,284,215,220,263,289,100245
Lineups,-1626157-1628384-1628969-1630631-1642885-,K. Towns - O. Anunoby - M. Bridges - J. Alvarado - M. Diawara,1610612752,NYK,8,4,4,0.5,32.0,122.7,122.4,101.6,100.0,21.1,22.4,0.71,4.4,22.7,0.281,0.639,0.471,0.075,0.571,0.604,98.9,99.79,83.16,67,0.612,26,38,574,351,21,182,252,184,185,14,125,264,345,354,291,222,227,389,209,97400
Lineups,-203903-1626157-1628404-1630540-1642278-,J. Clarkson - K. Towns - J. Hart - M. McBride - T. Kolek,1610612752,NYK,7,6,1,0.857,30.0,108.0,112.9,104.4,101.7,3.6,11.2,0.769,2.86,21.5,0.306,0.769,0.5,0.113,0.5,0.532,98.3,97.28,81.06,62,0.54,32,19,270,271,22,236,330,221,160,49,142,245,230,259,342,259,302,424,271,90300
Lineups,-1628384-1628404-1628973-1629011-1629013-,O. Anunoby - J. Hart - J. Brunson - M. Robinson - L. Shamet,1610612752,NYK,12,8,4,0.667,28.0,127.7,115.6,99.2,96.8,28.5,18.9,0.621,2.0,20.2,0.292,0.852,0.588,0.141,0.663,0.661,101.3,107.77,89.81,64,0.62,12,10,574,304,23,223,250,197,243,75,160,251,182,190,371,152,168,254,204,84180
Lineups,-1628404-1628969-1628973-1629011-1629013-,J. Hart - M. Bridges - J. Brunson - M. Robinson - L. Shamet,1610612752,NYK,9,7,2,0.778,26.0,101.9,96.2,128.2,134.7,-26.3,-38.5,0.526,1.67,14.1,0.333,0.625,0.471,0.115,0.489,0.52,94.1,94.51,78.76,52,0.352,19,14,499,282,24,327,462,429,281,116,322,206,350,354,343,323,307,463,372,76945
Lineups,-1626157-1628384-1628404-1628969-1642278-,K. Towns - O. Anunoby - J. Hart - M. Bridges - T. Kolek,1610612752,NYK,8,5,3,0.625,25.0,128.9,121.8,105.4,100.0,23.5,21.8,0.808,3.0,26.3,0.222,0.68,0.488,0.127,0.682,0.698,97.2,102.65,85.54,55,0.66,26,25,562,339,25,188,252,186,142,33,80,293,294,343,359,129,137,338,188,75750
Lineups,-1626157-1628384-1628969-1629013-1630631-,K. Towns - O. Anunoby - M. Bridges - L. Shamet - J. Alvarado,1610612752,NYK,9,6,3,0.667,25.0,135.9,132.7,92.0,87.8,43.8,44.9,0.76,4.75,24.1,0.458,0.667,0.574,0.082,0.606,0.627,90.9,94.24,78.53,49,0.719,19,19,562,304,26,150,229,127,161,12,115,158,296,197,297,193,198,465,160,74875
Lineups,-203903-1626157-1628384-1629013-1630540-,J. Clarkson - K. Towns - O. Anunoby - L. Shamet - M. McBride,1610612752,NYK,7,5,2,0.714,24.0,118.3,115.4,88.9,84.9,29.4,30.5,0.455,1.67,14.5,0.269,0.8,0.554,0.115,0.533,0.58,101.4,105.07,87.56,52,0.639,32,25,499,297,29,225,213,157,350,116,300,267,203,227,343,252,251,293,197,71950
Lineups,-203903-1628969-1628973-1629011-1642885-,J. Clarkson - M. Bridges - J. Brunson - M. Robinson - M. Diawara,1610612752,NYK,5,4,1,0.8,24.0,87.4,87.0,104.8,102.1,-17.4,-15.1,0.8,1.33,16.2,0.457,0.68,0.55,0.196,0.37,0.386,91.1,92.52,77.1,46,0.376,50,38,270,276,27,348,331,378,143,136,278,160,294,228,428,374,397,482,359,73150
Lineups,-1626157-1628404-1628969-1629013-1630631-,K. Towns - J. Hart - M. Bridges - L. Shamet - J. Alvarado,1610612752,NYK,9,7,2,0.778,24.0,138.0,130.8,115.9,109.6,22.0,21.2,0.84,2.1,26.6,0.4,0.72,0.6,0.192,0.789,0.786,97.4,102.92,85.77,52,0.607,19,14,499,282,28,152,356,188,136,74,77,174,274,167,426,93,100,329,212,72755
Lineups,-1628384-1628973-1629011-1629013-1630540-,O. Anunoby - J. Brunson - M. Robinson - L. Shamet - M. McBride,1610612752,NYK,8,6,2,0.75,24.0,139.5,136.7,93.7,86.0,45.7,50.7,0.545,4.0,16.9,0.37,0.63,0.5,0.061,0.563,0.609,95.2,100.39,83.66,49,0.717,26,19,499,284,30,129,220,110,275,17,242,193,349,259,281,229,223,377,162,71000
Lineups,-1626157-1628384-1628404-1628969-1630540-,K. Towns - O. Anunoby - J. Hart - M. Bridges - M. McBride,1610612752,NYK,4,2,2,0.5,23.0,147.7,143.8,128.0,122.0,19.6,21.8,0.76,9.5,26.4,0.25,0.625,0.455,0.042,0.67,0.694,98.3,102.11,85.09,48,0.58,60,81,499,351,31,104,407,187,161,1,78,270,350,365,276,133,146,345,244,69100
Lineups,-1627824-1630574-1642278-1642359-1642885-,G. Yabusele - A. Hukporti - T. Kolek - P. Dadiet - M. Diawara,1610612752,NYK,8,3,5,0.375,21.0,118.0,118.4,110.9,100.0,7.1,18.4,0.714,2.14,20.3,0.458,0.783,0.617,0.143,0.571,0.602,104.6,109.82,91.52,49,0.593,26,55,584,423,32,208,252,199,181,71,159,158,221,158,373,222,230,231,230,64250
Lineups,-203903-1626157-1628384-1628969-1630631-,J. Clarkson - K. Towns - O. Anunoby - M. Bridges - J. Alvarado,1610612752,NYK,3,1,2,0.333,21.0,127.2,125.6,104.9,107.9,22.3,17.7,0.611,2.2,19.3,0.368,0.636,0.512,0.128,0.568,0.605,90.6,89.85,74.88,39,0.605,92,163,499,424,34,165,345,202,246,67,198,194,346,253,360,226,226,515,214,61700
Lineups,-1626157-1628404-1628969-1629013-1630540-,K. Towns - J. Hart - M. Bridges - L. Shamet - M. McBride,1610612752,NYK,6,4,2,0.667,21.0,113.6,110.4,102.3,97.9,11.3,12.5,0.684,2.6,19.1,0.269,0.64,0.451,0.104,0.545,0.568,105.1,108.95,90.79,48,0.592,39,38,499,304,33,249,251,215,198,57,202,267,344,371,325,241,260,235,232,62780
Lineups,-203903-1628404-1628973-1629011-1630540-,J. Clarkson - J. Hart - J. Brunson - M. Robinson - M. McBride,1610612752,NYK,9,5,4,0.556,20.0,117.5,125.0,112.0,117.9,5.5,7.1,0.625,1.67,14.9,0.6,0.696,0.646,0.136,0.475,0.564,106.2,100.27,83.56,44,0.601,19,25,574,346,37,166,392,236,235,116,296,75,290,143,367,326,268,381,215,59600
Lineups,-203903-1626157-1628404-1628969-1642278-,J. Clarkson - K. Towns - J. Hart - M. Bridges - T. Kolek,1610612752,NYK,7,3,4,0.429,20.0,111.5,116.7,73.0,73.8,38.5,42.9,0.5,2.25,15.5,0.304,0.739,0.522,0.095,0.488,0.545,104.3,101.38,84.49,42,0.789,32,55,574,421,36,214,183,133,283,64,284,246,266,248,309,324,286,358,131,59655
Lineups,-203903-1628384-1628969-1628973-1629011-,J. Clarkson - O. Anunoby - M. Bridges - J. Brunson - M. Robinson,1610612752,NYK,9,5,4,0.556,20.0,119.2,114.3,114.9,102.3,4.2,12.0,0.579,1.83,19.0,0.294,0.643,0.511,0.143,0.621,0.627,92.7,100.33,83.61,42,0.57,19,25,574,346,35,227,332,220,258,111,208,250,343,254,373,179,197,378,255,61000
Lineups,-1626157-1628384-1628969-1628973-1630574-,K. Towns - O. Anunoby - M. Bridges - J. Brunson - A. Hukporti,1610612752,NYK,2,1,1,0.5,19.0,117.6,119.0,122.4,119.0,-4.8,0.0,0.706,3.0,20.7,0.19,0.789,0.475,0.095,0.566,0.602,104.8,105.64,88.03,42,0.475,140,163,270,351,38,202,396,249,187,33,156,307,219,351,309,228,231,282,318,57250
Lineups,-1628384-1628973-1629011-1629013-1642885-,O. Anunoby - J. Brunson - M. Robinson - L. Shamet - M. Diawara,1610612752,NYK,6,4,2,0.667,18.0,98.3,100.0,151.3,141.0,-53.0,-41.0,0.538,1.0,14.9,0.188,0.7,0.385,0.189,0.554,0.604,97.4,100.0,83.33,37,0.27,39,38,499,304,39,268,477,439,278,151,297,308,285,408,423,235,228,385,411,54720
Lineups,-203903-1626157-1628384-1630631-1642885-,J. Clarkson - K. Towns - O. Anunoby - J. Alvarado - M. Diawara,1610612752,NYK,4,3,1,0.75,17.0,123.5,118.8,131.6,118.2,-8.0,0.6,0.6,1.8,19.6,0.385,0.769,0.577,0.156,0.607,0.638,84.2,90.61,75.51,32,0.483,60,55,270,284,41,205,393,246,247,112,194,188,230,196,388,191,185,501,315,51650
Lineups,-203903-1628384-1628973-1629011-1642885-,J. Clarkson - O. Anunoby - J. Brunson - M. Robinson - M. Diawara,1610612752,NYK,6,4,2,0.667,17.0,175.2,180.0,71.8,76.5,103.4,103.5,0.625,7.5,27.3,0.5,0.652,0.606,0.057,0.833,0.852,101.2,96.78,80.65,35,0.994,39,38,499,304,42,50,190,40,235,4,69,92,341,166,280,72,73,429,91,51335
Lineups,-1626157-1628969-1629011-1629013-1630631-,K. Towns - M. Bridges - M. Robinson - L. Shamet - J. Alvarado,1610612752,NYK,8,6,2,0.75,17.0,140.1,137.5,127.1,125.0,13.0,12.5,0.733,2.2,22.0,0.5,0.917,0.692,0.156,0.603,0.659,92.0,93.61,78.01,32,0.521,26,19,499,284,40,126,412,216,177,67,139,92,170,98,388,194,171,471,281,52300
Lineups,-203903-1628404-1628969-1628973-1630574-,J. Clarkson - J. Hart - M. Bridges - J. Brunson - A. Hukporti,1610612752,NYK,5,3,2,0.6,16.0,116.9,115.6,124.1,131.3,-7.2,-15.6,0.533,1.6,17.8,0.357,0.579,0.485,0.156,0.607,0.604,99.2,96.98,80.82,32,0.43,50,55,499,341,46,223,439,383,280,122,231,201,371,346,388,191,228,428,338,47515
Lineups,-203903-1626157-1628404-1628969-1629013-,J. Clarkson - K. Towns - J. Hart - M. Bridges - L. Shamet,1610612752,NYK,2,1,1,0.5,16.0,108.3,107.5,111.1,121.6,-2.8,-14.1,0.733,3.67,19.0,0.35,0.714,0.537,0.075,0.5,0.541,119.7,114.83,95.69,40,0.516,140,163,270,351,44,260,406,372,177,29,208,204,275,237,292,259,290,184,285,48280
Lineups,-203903-1628384-1629011-1629013-1630540-,J. Clarkson - O. Anunoby - M. Robinson - L. Shamet - M. McBride,1610612752,NYK,3,2,1,0.667,16.0,116.4,113.3,99.7,103.3,16.7,10.0,0.429,2.0,14.0,0.389,0.611,0.5,0.1,0.517,0.528,92.7,92.31,76.92,30,0.587,92,81,270,304,47,232,333,224,354,75,323,187,355,259,312,256,303,486,238,46800
Lineups,-1628404-1628973-1629013-1630574-1642885-,J. Hart - J. Brunson - L. Shamet - A. Hukporti - M. Diawara,1610612752,NYK,5,2,3,0.4,16.0,113.4,116.1,95.7,87.1,17.6,29.0,0.692,2.25,19.6,0.375,0.733,0.548,0.129,0.586,0.585,88.7,91.76,76.46,31,0.627,50,81,562,422,43,221,222,163,193,64,194,190,267,230,361,206,244,490,201,48650
Lineups,-1626157-1628969-1628973-1629011-1629013-,K. Towns - M. Bridges - J. Brunson - M. Robinson - L. Shamet,1610612752,NYK,7,5,2,0.714,16.0,91.4,85.7,103.6,100.0,-12.2,-14.3,0.6,2.0,13.6,0.15,0.722,0.421,0.086,0.393,0.457,101.9,107.06,89.21,35,0.414,32,25,499,297,45,350,252,373,247,75,324,321,273,389,302,362,360,262,347,47750
Lineups,-203903-1628384-1628404-1628973-1629011-,J. Clarkson - O. Anunoby - J. Hart - J. Brunson - M. Robinson,1610612752,NYK,7,6,1,0.857,15.0,136.2,125.8,142.8,140.6,-6.6,-14.8,0.563,0.0,20.0,0.333,0.875,0.522,0.0,0.581,0.58,97.1,101.7,84.75,31,0.438,32,19,270,271,49,164,476,376,267,258,161,206,175,248,1,217,254,350,335,44600
Lineups,-1628384-1628973-1629011-1629013-1630631-,O. Anunoby - J. Brunson - M. Robinson - L. Shamet - J. Alvarado,1610612752,NYK,7,5,2,0.714,15.0,117.7,122.6,91.3,85.3,26.4,37.3,0.571,2.0,18.2,0.313,0.833,0.536,0.129,0.593,0.589,99.4,100.93,84.11,31,0.57,32,25,499,297,48,181,216,140,260,75,219,241,185,238,361,200,242,366,254,46370
Lineups,-203903-1626157-1628384-1628404-1628973-,J. Clarkson - K. Towns - O. Anunoby - J. Hart - J. Brunson,1610612752,NYK,9,5,4,0.556,14.0,122.5,112.1,124.7,116.1,-2.1,-4.0,0.786,2.75,22.9,0.286,0.778,0.478,0.121,0.589,0.613,100.3,108.7,90.59,33,0.477,19,25,574,346,50,242,376,345,157,50,120,253,223,347,347,205,219,238,317,42390
Lineups,-1626157-1628404-1628969-1629011-1630540-,K. Towns - J. Hart - M. Bridges - M. Robinson - M. McBride,1610612752,NYK,4,3,1,0.75,14.0,89.4,89.7,86.1,82.8,3.3,6.9,0.9,1.29,19.1,0.474,0.769,0.594,0.241,0.411,0.418,98.0,99.78,83.15,29,0.556,60,55,270,284,52,342,205,237,131,143,201,156,230,187,478,351,378,390,262,41850
Lineups,-1626157-1628404-1628969-1629011-1642278-,K. Towns - J. Hart - M. Bridges - M. Robinson - T. Kolek,1610612752,NYK,3,1,2,0.333,14.0,103.8,113.3,137.0,133.3,-33.2,-20.0,0.571,1.0,17.0,0.563,0.8,0.654,0.267,0.5,0.535,108.0,104.6,87.17,30,0.382,92,163,499,424,53,232,441,392,260,151,241,88,203,141,512,259,293,303,358,41300
Lineups,-1626157-1628384-1628404-1628973-1630540-,K. Towns - O. Anunoby - J. Hart - J. Brunson - M. McBride,1610612752,NYK,6,2,4,0.333,14.0,127.7,124.1,94.9,90.3,32.8,33.8,0.615,4.0,18.6,0.353,0.923,0.6,0.069,0.517,0.559,101.7,105.75,88.13,29,0.643,39,81,574,424,54,180,237,148,244,17,217,202,168,167,287,256,275,279,195,40850
Lineups,-1626157-1628384-1628969-1629013-1630540-,K. Towns - O. Anunoby - M. Bridges - L. Shamet - M. McBride,1610612752,NYK,4,2,2,0.5,14.0,141.7,134.5,94.1,100.0,47.6,34.5,0.571,2.67,19.5,0.364,0.667,0.538,0.103,0.667,0.709,101.8,101.27,84.39,29,0.744,60,81,499,351,56,132,252,147,260,52,196,195,296,234,324,134,133,361,153,40525
Lineups,-1628969-1628973-1629011-1629013-1642885-,M. Bridges - J. Brunson - M. Robinson - L. Shamet - M. Diawara,1610612752,NYK,5,4,1,0.8,14.0,98.8,100.0,81.5,75.0,17.3,25.0,0.5,2.5,14.3,0.235,0.714,0.5,0.077,0.462,0.476,92.1,95.53,79.61,26,0.662,50,38,270,276,55,268,184,174,283,59,301,292,275,259,293,329,357,447,187,40700
Lineups,-1628384-1628969-1628973-1630540-1630574-,O. Anunoby - M. Bridges - J. Brunson - M. McBride - A. Hukporti,1610612752,NYK,2,0,2,0.0,14.0,106.4,109.1,126.6,125.0,-20.2,-15.9,0.818,2.25,17.6,0.409,0.833,0.559,0.121,0.406,0.489,112.6,111.81,93.18,33,0.403,140,442,499,442,51,253,412,384,141,64,233,173,185,218,347,354,349,207,351,41855
Lineups,-1627824-1628404-1628969-1628973-1629013-,G. Yabusele - J. Hart - M. Bridges - J. Brunson - L. Shamet,1610612752,NYK,7,6,1,0.857,13.0,106.8,107.1,123.9,117.9,-17.0,-10.7,0.455,1.25,13.5,0.286,0.8,0.5,0.143,0.5,0.534,99.0,101.33,84.44,28,0.394,32,19,270,271,58,261,391,366,350,145,327,253,203,259,373,259,294,360,356,39790
Lineups,-203903-1627824-1628969-1628973-1629011-,J. Clarkson - G. Yabusele - M. Bridges - J. Brunson - M. Robinson,1610612752,NYK,6,5,1,0.833,13.0,82.2,76.9,106.4,108.3,-24.1,-31.4,0.25,0.4,5.7,0.438,0.786,0.6,0.192,0.375,0.395,93.6,96.0,80.0,26,0.356,39,25,270,274,60,374,347,416,383,248,395,167,220,167,426,363,393,442,369,37500
Lineups,-1626157-1628404-1629013-1630631-1642885-,K. Towns - J. Hart - L. Shamet - J. Alvarado - M. Diawara,1610612752,NYK,4,3,1,0.75,13.0,145.4,157.7,97.5,96.2,47.9,61.5,0.786,5.5,26.2,0.385,0.818,0.583,0.077,0.667,0.702,98.3,94.9,79.09,26,0.692,60,55,270,284,59,84,249,98,157,8,81,188,199,192,293,134,135,457,178,39450
Lineups,-1626157-1628384-1628404-1629013-1630540-,K. Towns - O. Anunoby - J. Hart - L. Shamet - M. McBride,1610612752,NYK,5,4,1,0.8,13.0,94.8,92.9,127.8,133.3,-33.1,-40.5,0.455,0.71,13.5,0.308,0.6,0.435,0.25,0.543,0.555,100.2,99.12,82.6,28,0.143,50,38,270,276,57,333,441,437,350,218,327,242,356,378,479,245,278,401,439,39950
Lineups,-203903-1627824-1628404-1628969-1628973-,J. Clarkson - G. Yabusele - J. Hart - M. Bridges - J. Brunson,1610612752,NYK,6,4,2,0.667,12.0,139.9,130.0,104.3,107.1,35.6,22.9,0.733,2.2,26.2,0.111,0.583,0.381,0.167,0.826,0.817,110.8,113.51,94.59,30,0.613,39,38,499,304,63,153,342,183,177,67,81,329,369,409,393,85,91,192,208,36790
Lineups,-203903-1626157-1628969-1630540-1642278-,J. Clarkson - K. Towns - M. Bridges - M. McBride - T. Kolek,1610612752,NYK,4,2,2,0.5,12.0,102.6,100.0,113.6,107.4,-11.1,-7.4,0.6,2.0,15.4,0.353,0.769,0.533,0.111,0.444,0.477,99.7,103.82,86.52,27,0.421,60,81,499,351,61,268,343,356,247,75,285,202,230,239,329,335,356,316,342,37450
Lineups,-203903-1626157-1628384-1630540-1642278-,J. Clarkson - K. Towns - O. Anunoby - M. McBride - T. Kolek,1610612752,NYK,5,3,2,0.6,12.0,162.1,159.3,109.3,104.2,52.9,55.1,0.6,3.0,20.9,0.636,0.769,0.708,0.111,0.673,0.728,96.3,99.38,82.81,27,0.741,50,55,499,341,62,82,334,107,247,33,152,71,230,96,329,132,123,393,155,36950
Lineups,-203903-1628384-1628969-1630574-1642278-,J. Clarkson - O. Anunoby - M. Bridges - A. Hukporti - T. Kolek,1610612752,NYK,3,1,2,0.333,12.0,86.5,85.7,88.9,85.2,-2.4,0.5,0.889,1.33,20.0,0.25,0.813,0.531,0.214,0.478,0.485,107.3,110.0,91.67,28,0.484,92,163,499,424,64,350,215,247,133,136,161,270,201,242,463,325,353,227,314,36000
Lineups,-1628404-1628973-1629011-1629013-1630540-,J. Hart - J. Brunson - M. Robinson - L. Shamet - M. McBride,1610612752,NYK,4,4,0,1.0,12.0,119.5,118.2,87.8,82.6,31.7,35.6,0.545,6.0,16.2,0.474,0.833,0.613,0.045,0.429,0.437,89.5,92.84,77.36,22,0.657,60,38,1,1,66,209,204,144,275,5,278,156,185,164,277,340,371,481,190,34900
Lineups,-1626157-1628384-1628969-1630540-1642885-,K. Towns - O. Anunoby - M. Bridges - M. McBride - M. Diawara,1610612752,NYK,1,0,1,0.0,12.0,117.3,116.7,91.3,91.3,25.9,25.4,0.9,1.8,24.3,0.364,0.8,0.615,0.208,0.619,0.64,94.8,95.06,79.21,24,0.648,243,442,270,442,65,214,238,172,131,112,114,195,203,159,458,180,184,453,193,35600
